order_id,order_date_key,customer_id,channel_id,region_id,order_amt,shipping_fee,discount_amt
100142,20240103,404,1,4,78.67,9.99,7.63
100143,20240103,397,2,3,312.16,0.0,0.0
100144,20240103,699,1,1,84.33,0.0,0.0
100145,20240103,58,1,6,99.06,4.99,10.45
100146,20240103,607,2,2,158.91,0.0,8.36
100147,20240103,87,2,6,164.1,0.0,0.0
100148,20240103,189,1,1,153.05,6.99,25.78
100149,20240103,887,1,2,364.3,0.0,19.17
100150,20240103,448,4,3,29.82,6.99,0.0
100151,20240103,801,4,6,321.02,9.99,0.0
100152,20240103,981,2,6,119.24,0.0,0.0
100153,20240103,221,3,1,214.72,0.0,23.86
100154,20240103,221,2,1,89.47,6.99,0.0
100155,20240103,243,1,6,75.08,4.99,3.69
100156,20240103,29,4,6,44.09,4.99,0.0
100157,20240103,973,1,5,183.96,9.99,9.16
100158,20240103,870,2,4,125.81,0.0,0.0
100159,20240103,652,2,2,75.66,0.0,8.41
100160,20240103,506,2,5,198.29,6.99,0.0
100161,20240103,119,1,5,78.59,4.99,0.0
100162,20240103,208,1,1,89.36,0.0,0.0
100163,20240103,761,5,2,365.08,0.0,19.21
100164,20240103,85,4,6,505.08,6.99,26.21
100165,20240103,337,1,4,19.95,0.0,1.05
100166,20240103,250,2,3,77.37,4.99,3.81
100167,20240103,541,2,5,34.94,4.99,1.58
100168,20240103,173,3,1,270.79,4.99,0.0
100169,20240103,279,1,2,384.07,9.99,0.0
100170,20240103,822,1,3,89.35,0.0,0.0
100171,20240103,494,1,1,207.5,9.99,10.39
100172,20240103,794,1,4,299.92,0.0,33.32
100173,20240103,329,2,5,69.74,9.99,6.64
100174,20240103,62,4,5,291.76,4.99,15.09
100175,20240103,128,4,5,188.43,0.0,0.0
100176,20240103,743,1,6,22.24,4.99,0.0
100177,20240103,202,1,1,44.46,0.0,4.94
100178,20240103,620,2,5,92.23,0.0,4.85
100179,20240103,876,1,3,340.87,0.0,37.88
100180,20240103,198,3,2,511.78,0.0,0.0
100181,20240103,723,1,6,44.36,6.99,0.0
100182,20240103,281,3,3,83.37,0.0,0.0
100183,20240103,510,1,4,48.36,4.99,0.0
100184,20240103,411,1,1,266.77,0.0,0.0
100185,20240103,487,5,5,96.26,6.99,4.7
100186,20240103,264,3,4,429.58,9.99,0.0
100187,20240103,284,2,2,148.2,6.99,0.0
100188,20240103,840,2,1,298.26,6.99,32.36
100189,20240103,201,3,4,81.33,0.0,4.28
100190,20240103,92,2,6,432.15,4.99,47.46
100191,20240103,512,1,6,379.77,0.0,0.0
100192,20240103,609,2,6,86.96,6.99,0.0
100193,20240103,264,1,4,260.21,0.0,0.0
100194,20240104,159,2,5,27.48,0.0,0.0
100195,20240104,774,2,5,145.52,6.99,24.45
100196,20240104,218,4,4,56.79,0.0,0.0
100197,20240104,771,2,6,355.32,4.99,18.44
100198,20240104,985,3,6,99.05,6.99,0.0
100199,20240104,391,1,3,31.6,6.99,0.0
100200,20240104,851,3,6,132.95,4.99,0.0
100201,20240104,47,3,3,26.0,0.0,2.89
100202,20240104,904,4,5,207.87,4.99,0.0
100203,20240104,849,4,6,444.5,0.0,23.39
100204,20240104,899,1,3,55.91,4.99,2.68
100205,20240104,730,1,1,30.88,0.0,0.0
100206,20240104,463,4,4,502.92,9.99,25.94
100207,20240104,529,1,4,140.42,9.99,0.0
100208,20240104,359,1,6,176.52,0.0,0.0
100209,20240104,984,1,2,267.92,9.99,0.0
100210,20240104,918,2,3,55.26,6.99,8.52
100211,20240104,702,4,3,54.58,4.99,2.61
100212,20240104,7,2,2,57.01,0.0,0.0
100213,20240104,922,5,6,314.89,4.99,0.0
100214,20240104,258,3,4,51.56,6.99,0.0
100215,20240104,902,1,5,71.56,0.0,0.0
100216,20240104,328,1,4,16.1,0.0,1.79
100217,20240104,616,3,1,87.33,0.0,0.0
100218,20240104,106,3,4,224.41,9.99,0.0
100219,20240104,581,3,4,61.89,6.99,0.0
100220,20240104,34,1,4,204.71,6.99,10.41
100221,20240104,395,1,4,343.09,6.99,37.34
100222,20240104,154,2,3,123.31,6.99,6.12
100223,20240104,225,4,5,321.39,0.0,0.0
100224,20240104,78,1,3,35.92,4.99,1.63
100225,20240104,289,1,2,183.3,0.0,9.65
100226,20240104,398,2,6,51.87,4.99,0.0
100227,20240104,294,1,6,536.32,4.99,0.0
100228,20240104,880,2,6,35.93,0.0,1.89
100229,20240104,993,2,5,264.35,6.99,0.0
100230,20240104,592,3,3,129.83,0.0,0.0
100231,20240104,228,2,5,42.58,6.99,0.0
100232,20240104,325,4,6,331.97,0.0,0.0
100233,20240104,558,5,5,72.12,9.99,0.0
100234,20240104,688,1,4,111.04,0.0,12.34
100235,20240104,56,2,2,78.83,4.99,0.0
100236,20240104,113,4,1,59.3,0.0,3.12
100237,20240104,326,1,3,624.62,0.0,0.0
100238,20240104,843,3,5,419.67,9.99,0.0
100239,20240104,691,1,4,96.15,6.99,0.0
100240,20240104,535,3,2,74.64,9.99,0.0
100241,20240104,608,2,2,17.28,4.99,0.65
100242,20240104,428,1,5,78.21,0.0,0.0
100243,20240104,931,2,5,39.25,9.99,3.25
100244,20240104,261,1,2,113.09,0.0,5.95
100245,20240104,605,2,3,28.23,6.99,0.0
100246,20240104,324,1,1,99.17,4.99,10.46
100247,20240104,472,1,4,26.64,4.99,0.0
100248,20240104,101,1,4,554.93,0.0,29.21
100249,20240104,192,2,6,56.45,4.99,5.72
100250,20240105,32,2,3,192.01,9.99,0.0
100251,20240105,714,1,5,163.66,4.99,0.0
100252,20240105,641,4,2,33.09,6.99,0.0
100253,20240105,21,2,1,183.82,0.0,20.42
100254,20240105,738,2,6,26.95,4.99,2.44
100255,20240105,405,3,3,100.07,0.0,5.27
100256,20240105,991,2,2,257.01,0.0,0.0
100257,20240105,790,3,6,212.33,4.99,0.0
100258,20240105,179,1,1,525.42,6.99,0.0
100259,20240105,335,3,2,15.64,0.0,0.0
100260,20240105,475,1,3,185.9,4.99,9.52
100261,20240105,587,3,3,121.97,4.99,0.0
100262,20240105,351,4,5,66.47,0.0,0.0
100263,20240105,959,1,5,35.01,9.99,0.0
100264,20240105,324,2,1,123.35,0.0,6.49
100265,20240105,662,2,5,70.73,6.99,0.0
100266,20240105,181,1,5,221.41,0.0,0.0
100267,20240105,671,3,2,36.15,6.99,5.15
100268,20240105,908,3,6,37.86,4.99,0.0
100269,20240105,515,2,1,44.67,9.99,1.83
100270,20240105,63,4,4,74.42,4.99,7.72
100271,20240105,82,2,6,367.84,6.99,0.0
100272,20240105,324,4,1,857.54,0.0,0.0
100273,20240105,442,2,5,300.96,4.99,0.0
100274,20240105,846,1,5,332.0,4.99,0.0
100275,20240105,359,1,6,180.06,0.0,0.0
100276,20240105,685,1,5,38.67,0.0,0.0
100277,20240105,167,2,2,34.15,4.99,0.0
100278,20240105,90,2,2,51.14,0.0,2.69
100279,20240105,541,1,5,26.39,4.99,1.13
100280,20240105,479,3,3,266.02,0.0,0.0
100281,20240105,943,1,2,124.08,6.99,13.01
100282,20240105,783,2,5,127.84,4.99,0.0
100283,20240105,917,2,2,44.76,0.0,4.97
100284,20240105,30,3,6,401.4,6.99,0.0
100285,20240105,148,5,3,354.97,6.99,0.0
100286,20240105,632,5,1,355.52,4.99,0.0
100287,20240105,290,3,5,68.94,4.99,0.0
100288,20240105,318,1,4,85.22,9.99,8.36
100289,20240105,970,2,6,199.74,4.99,0.0
100290,20240105,677,1,6,56.83,0.0,0.0
100291,20240105,236,1,6,79.54,0.0,0.0
100292,20240105,321,2,6,19.23,0.0,0.0
100293,20240105,285,1,3,57.11,6.99,0.0
100294,20240105,38,1,6,108.02,4.99,0.0
100295,20240105,463,1,4,131.25,0.0,0.0
100296,20240105,114,4,6,322.56,0.0,35.84
100297,20240105,2,1,5,353.64,0.0,0.0
100298,20240106,670,2,1,57.57,4.99,0.0
100299,20240106,407,2,1,28.0,6.99,0.0
100300,20240106,405,1,3,76.21,0.0,4.01
100301,20240106,450,3,1,114.09,6.99,0.0
100302,20240106,206,2,3,263.21,0.0,0.0
100303,20240106,594,1,2,101.2,0.0,0.0
100304,20240106,847,1,4,149.37,9.99,15.49
100305,20240106,284,1,2,717.45,0.0,0.0
100306,20240106,857,2,2,359.14,0.0,18.9
100307,20240106,227,1,1,66.4,4.99,0.0
100308,20240106,633,2,3,380.01,4.99,0.0
100309,20240106,743,4,6,705.04,0.0,0.0
100310,20240106,403,1,5,261.03,0.0,0.0
100311,20240106,393,1,2,252.42,9.99,26.94
100312,20240106,878,5,4,244.76,6.99,0.0
100313,20240106,763,3,3,188.04,0.0,20.89
100314,20240106,776,4,3,241.69,4.99,0.0
100315,20240106,717,1,6,210.45,4.99,22.83
100316,20240106,419,2,6,72.76,4.99,0.0
100317,20240106,1000,5,2,149.94,0.0,16.66
100318,20240106,609,3,6,30.18,0.0,0.0
100319,20240106,907,5,2,9.43,0.0,1.66
100320,20240106,677,1,6,48.14,4.99,4.79
100321,20240106,974,1,6,429.92,4.99,22.36
100322,20240106,297,2,4,198.81,6.99,33.85
100323,20240106,525,1,5,133.75,9.99,21.84
100324,20240106,154,4,3,78.01,0.0,0.0
100325,20240106,736,4,6,29.01,0.0,0.0
100326,20240106,687,2,4,45.41,9.99,1.86
100327,20240106,667,1,3,45.7,4.99,2.14
100328,20240106,635,3,1,47.21,4.99,4.69
100329,20240106,930,3,4,65.9,0.0,0.0
100330,20240106,559,1,6,139.05,4.99,0.0
100331,20240106,219,1,2,147.28,4.99,0.0
100332,20240106,287,2,6,117.89,0.0,6.2
100333,20240106,839,3,2,265.33,0.0,13.96
100334,20240106,625,1,3,264.18,0.0,0.0
100335,20240106,662,2,5,35.45,0.0,6.25
100336,20240106,763,1,3,92.17,0.0,0.0
100337,20240106,562,1,3,138.41,4.99,7.02
100338,20240106,731,4,5,71.53,4.99,0.0
100339,20240106,288,4,1,165.99,4.99,0.0
100340,20240106,166,2,4,171.63,6.99,0.0
100341,20240106,191,2,5,67.8,4.99,11.08
100342,20240106,399,1,6,63.8,0.0,0.0
100343,20240106,846,1,5,326.44,0.0,0.0
100344,20240106,882,1,6,91.77,6.99,0.0
100345,20240106,205,4,6,974.06,9.99,0.0
100346,20240106,83,1,2,41.49,0.0,0.0
100347,20240106,542,1,6,260.48,6.99,13.34
100348,20240106,91,1,5,41.17,4.99,0.0
100349,20240106,612,3,5,180.46,0.0,20.05
100350,20240106,793,1,6,406.37,6.99,0.0
100351,20240106,710,4,3,161.06,9.99,16.79
100352,20240106,443,1,2,39.27,4.99,0.0
100353,20240106,301,3,5,90.54,0.0,0.0
100354,20240106,412,4,1,189.62,6.99,20.29
100355,20240106,548,1,3,773.08,9.99,0.0
100356,20240106,148,1,3,345.29,0.0,0.0
100357,20240106,35,2,5,50.97,6.99,2.31
100358,20240106,835,3,2,261.51,4.99,0.0
100359,20240106,264,4,4,86.45,9.99,4.02
100360,20240106,886,3,4,292.32,0.0,15.38
100361,20240106,553,4,1,95.32,9.99,4.49
100362,20240106,169,1,1,183.38,0.0,9.65
100363,20240106,459,1,3,198.97,4.99,0.0
100364,20240106,588,2,3,587.19,0.0,30.91
100365,20240106,3,2,5,73.76,4.99,12.13
100366,20240106,238,2,4,194.05,0.0,21.56
100367,20240106,754,4,5,77.5,4.99,0.0
100368,20240106,234,1,3,106.26,6.99,0.0
100369,20240106,254,2,2,44.5,4.99,0.0
100370,20240106,366,1,4,147.42,0.0,0.0
100371,20240106,126,2,6,248.9,4.99,0.0
100372,20240106,971,3,2,348.8,4.99,0.0
100373,20240107,992,4,3,381.19,0.0,0.0
100374,20240107,236,1,6,200.64,6.99,0.0
100375,20240107,495,1,4,75.69,0.0,0.0
100376,20240107,899,3,3,113.69,4.99,0.0
100377,20240107,529,1,4,147.05,0.0,16.34
100378,20240107,252,1,5,25.71,4.99,0.0
100379,20240107,53,1,2,175.2,0.0,0.0
100380,20240107,197,1,3,587.04,4.99,64.67
100381,20240107,801,1,6,142.01,0.0,0.0
100382,20240107,427,5,1,136.14,0.0,0.0
100383,20240107,814,2,6,124.53,6.99,13.06
100384,20240107,701,4,2,1177.14,9.99,0.0
100385,20240107,540,4,4,448.92,0.0,0.0
100386,20240107,72,1,3,590.91,4.99,0.0
100387,20240107,51,2,6,403.69,4.99,0.0
100388,20240107,939,1,1,392.66,4.99,0.0
100389,20240107,395,4,4,32.07,4.99,3.01
100390,20240107,932,1,4,43.65,0.0,0.0
100391,20240107,213,1,3,114.2,6.99,0.0
100392,20240107,798,3,6,24.55,6.99,0.0
100393,20240107,410,1,2,40.56,4.99,3.95
100394,20240107,261,2,2,40.82,0.0,4.53
100395,20240107,138,1,3,97.07,0.0,0.0
100396,20240107,254,5,2,186.61,9.99,19.62
100397,20240107,37,1,4,205.2,4.99,10.54
100398,20240107,766,3,4,89.97,6.99,0.0
100399,20240107,34,1,4,46.16,6.99,0.0
100400,20240107,92,1,6,344.31,9.99,17.6
100401,20240107,441,1,3,422.16,9.99,21.69
100402,20240107,478,3,6,110.62,4.99,0.0
100403,20240107,593,3,1,171.47,6.99,8.66
100404,20240107,851,2,6,82.85,4.99,0.0
100405,20240107,684,3,5,369.75,4.99,0.0
100406,20240107,665,1,5,253.39,6.99,0.0
100407,20240107,719,3,3,330.73,0.0,36.75
100408,20240107,192,1,6,330.08,9.99,0.0
100409,20240107,868,1,1,57.54,4.99,0.0
100410,20240107,399,5,6,17.43,0.0,0.92
100411,20240107,821,4,1,211.97,0.0,11.16
100412,20240107,427,5,1,55.3,0.0,2.91
100413,20240107,679,1,1,36.09,0.0,0.0
100414,20240107,358,3,3,84.06,0.0,0.0
100415,20240107,881,3,2,54.55,9.99,2.35
100416,20240107,815,2,3,128.19,9.99,6.22
100417,20240107,654,4,3,94.71,4.99,0.0
100418,20240107,917,2,2,296.8,4.99,0.0
100419,20240107,323,1,3,46.69,6.99,0.0
100420,20240107,772,1,1,33.44,4.99,3.16
100421,20240107,923,2,1,168.3,0.0,0.0
100422,20240107,611,4,4,192.31,9.99,0.0
100423,20240107,853,1,6,1043.26,0.0,0.0
100424,20240107,33,2,2,66.77,0.0,0.0
100425,20240107,376,3,3,52.83,0.0,5.87
100426,20240107,845,3,1,65.57,4.99,0.0
100427,20240107,485,1,6,1092.6,9.99,0.0
100428,20240107,707,1,4,67.91,4.99,0.0
100429,20240107,746,4,5,202.49,0.0,0.0
100430,20240107,892,1,4,154.42,0.0,17.16
100431,20240107,974,3,6,27.09,4.99,0.0
100432,20240107,307,1,5,499.4,0.0,0.0
100433,20240107,594,1,2,42.46,4.99,1.97
100434,20240107,721,1,2,40.13,0.0,0.0
100435,20240107,118,1,5,178.31,6.99,19.04
100436,20240107,619,3,6,37.53,0.0,1.97
100437,20240107,389,3,2,110.87,0.0,0.0
100438,20240107,660,1,6,40.89,0.0,4.54
100439,20240107,892,1,4,32.58,0.0,5.75
100440,20240107,258,2,4,44.63,4.99,0.0
100441,20240107,208,5,1,88.36,4.99,0.0
100442,20240107,141,1,2,50.4,0.0,5.6
100443,20240107,665,1,5,25.83,6.99,0.0
100444,20240107,985,1,6,83.01,0.0,4.37
100445,20240107,128,1,5,94.87,0.0,0.0
100446,20240107,104,1,2,695.35,4.99,0.0
100447,20240107,710,2,3,63.85,0.0,3.36
100448,20240107,524,1,2,128.03,9.99,0.0
100449,20240107,275,1,2,122.74,0.0,6.46
100450,20240107,127,3,3,56.16,6.99,5.46
100451,20240107,212,1,2,93.1,9.99,4.37
100452,20240107,617,4,2,145.82,4.99,0.0
100453,20240107,502,1,1,56.16,0.0,0.0
100454,20240108,865,2,1,93.11,0.0,4.9
100455,20240108,974,1,6,518.28,0.0,0.0
100456,20240108,476,3,2,47.26,4.99,0.0
100457,20240108,387,1,5,55.19,0.0,2.9
100458,20240108,376,1,3,28.31,4.99,0.0
100459,20240108,381,1,5,158.07,4.99,0.0
100460,20240108,882,1,6,87.52,4.99,0.0
100461,20240108,542,1,6,75.78,0.0,0.0
100462,20240108,49,3,6,197.5,0.0,10.39
100463,20240108,289,2,2,44.13,6.99,6.55
100464,20240108,473,1,6,25.59,4.99,1.08
100465,20240108,589,1,4,39.56,4.99,1.82
100466,20240108,612,1,5,239.02,4.99,26.0
100467,20240108,201,4,4,119.78,4.99,12.76
100468,20240108,720,2,2,39.11,6.99,0.0
100469,20240108,172,1,1,556.11,0.0,29.27
100470,20240108,848,1,2,158.29,0.0,27.93
100471,20240108,704,2,2,167.39,4.99,0.0
100472,20240108,88,1,3,13.74,0.0,1.53
100473,20240108,272,2,4,209.87,0.0,0.0
100474,20240108,829,2,6,176.58,0.0,9.29
100475,20240108,914,3,3,47.48,4.99,4.72
100476,20240108,452,3,3,130.45,4.99,0.0
100477,20240108,815,1,3,44.41,0.0,0.0
100478,20240108,402,2,3,387.48,0.0,68.38
100479,20240108,661,1,5,128.88,0.0,6.78
100480,20240108,8,1,6,162.65,6.99,0.0
100481,20240108,736,2,6,400.93,6.99,0.0
100482,20240108,822,3,3,377.68,0.0,19.88
100483,20240108,989,5,1,811.27,0.0,0.0
100484,20240108,27,1,3,286.81,9.99,0.0
100485,20240108,245,2,2,135.75,6.99,0.0
100486,20240108,871,1,2,494.59,0.0,54.95
100487,20240108,716,1,1,450.54,4.99,0.0
100488,20240108,525,2,5,143.27,6.99,0.0
100489,20240108,193,4,3,147.27,4.99,15.81
100490,20240108,543,1,5,380.52,0.0,0.0
100491,20240108,616,1,1,162.02,0.0,8.53
100492,20240108,705,3,6,106.67,4.99,0.0
100493,20240108,19,5,1,433.29,0.0,0.0
100494,20240108,214,1,6,64.89,0.0,7.21
100495,20240108,713,3,4,68.92,0.0,0.0
100496,20240108,780,3,3,96.33,0.0,10.7
100497,20240108,633,1,3,117.8,0.0,20.79
100498,20240108,726,2,4,179.19,6.99,0.0
100499,20240108,139,3,4,329.3,4.99,0.0
100500,20240108,405,4,3,355.29,4.99,18.44
100501,20240108,424,1,4,246.78,0.0,0.0
100502,20240108,779,1,4,44.35,0.0,0.0
100503,20240108,686,1,6,30.25,4.99,0.0
100504,20240108,903,2,5,193.21,4.99,0.0
100505,20240108,552,1,1,63.51,6.99,2.97
100506,20240108,352,2,5,248.79,4.99,0.0
100507,20240108,856,2,2,147.6,4.99,15.85
100508,20240108,295,3,3,341.36,4.99,0.0
100509,20240108,678,4,2,61.48,6.99,0.0
100510,20240108,936,2,4,61.98,9.99,2.74
100511,20240108,94,4,1,44.21,0.0,0.0
100512,20240108,783,1,5,366.91,6.99,0.0
100513,20240108,295,1,3,62.32,6.99,2.91
100514,20240108,856,1,2,49.98,4.99,0.0
100515,20240108,734,2,4,49.75,0.0,0.0
100516,20240108,319,3,5,81.99,6.99,0.0
100517,20240108,235,1,6,273.02,0.0,48.18
100518,20240108,671,3,2,336.53,4.99,58.51
100519,20240108,9,2,4,421.3,9.99,0.0
100520,20240108,943,3,2,273.88,0.0,0.0
100521,20240108,411,1,1,78.24,0.0,0.0
100522,20240109,315,1,1,46.04,6.99,0.0
100523,20240109,197,1,3,149.68,0.0,26.42
100524,20240109,428,4,5,87.92,6.99,0.0
100525,20240109,368,2,3,35.0,4.99,3.34
100526,20240109,789,1,1,45.54,4.99,0.0
100527,20240109,460,1,2,53.78,4.99,0.0
100528,20240109,865,4,1,82.09,0.0,0.0
100529,20240109,144,1,2,44.85,0.0,0.0
100530,20240109,992,1,3,153.32,0.0,27.06
100531,20240109,760,1,6,72.63,4.99,3.56
100532,20240109,907,2,2,31.74,4.99,1.41
100533,20240109,135,1,5,88.31,4.99,0.0
100534,20240109,337,2,4,147.96,4.99,0.0
100535,20240109,601,4,3,239.55,0.0,0.0
100536,20240109,149,1,1,35.8,0.0,0.0
100537,20240109,184,2,3,430.64,6.99,0.0
100538,20240109,711,1,4,67.09,6.99,0.0
100539,20240109,624,1,2,88.41,6.99,0.0
100540,20240109,404,1,4,131.33,4.99,0.0
100541,20240109,311,1,6,424.57,0.0,0.0
100542,20240109,497,1,2,186.95,4.99,9.58
100543,20240109,168,1,5,86.25,9.99,0.0
100544,20240109,376,1,3,171.45,0.0,0.0
100545,20240109,480,3,5,40.27,4.99,0.0
100546,20240109,948,1,2,103.97,4.99,0.0
100547,20240109,262,2,3,284.85,9.99,30.54
100548,20240109,924,1,4,69.23,0.0,0.0
100549,20240109,968,1,4,55.04,6.99,0.0
100550,20240109,344,1,3,37.84,4.99,0.0
100551,20240109,682,2,4,74.34,4.99,0.0
100552,20240109,44,1,1,54.83,0.0,6.09
100553,20240109,857,1,2,75.11,9.99,7.24
100554,20240109,604,1,6,222.61,0.0,0.0
100555,20240109,621,2,3,149.37,0.0,7.86
100556,20240109,877,2,3,83.95,6.99,4.05
