order_id,product_id,qty,unit_price,cogs
100134,17,1,33.52,21.52
100134,51,1,17.47,12.33
100135,167,1,40.81,22.24
100135,38,1,73.67,47.34
100135,113,1,130.27,81.92
100136,40,1,394.75,202.57
100137,57,1,30.63,16.87
100138,43,1,45.45,25.68
100139,76,1,260.44,197.1
100140,57,1,31.57,17.21
100141,48,1,38.8,23.11
100142,10,1,76.31,47.01
100143,67,1,312.16,213.26
100144,17,1,36.05,20.83
100144,132,1,48.27,29.74
100145,89,2,52.26,38.74
100146,187,1,70.87,37.48
100146,14,1,96.39,57.08
100147,44,1,164.1,97.83
100148,74,1,98.96,69.38
100148,198,1,44.39,29.37
100148,41,1,28.49,18.75
100149,186,1,39.35,19.06
100149,67,1,344.12,210.99
100150,153,1,22.83,15.42
100151,125,1,43.42,21.34
100151,111,1,41.21,29.45
100151,60,1,213.5,100.88
100151,150,1,12.9,6.59
100152,92,2,59.62,42.53
100153,189,1,29.73,24.08
100153,37,2,69.71,51.85
100153,10,1,69.43,47.99
100154,5,1,82.48,43.3
100155,37,1,73.78,53.58
100156,78,1,39.1,29.65
100157,85,1,56.42,45.48
100157,95,2,63.35,30.85
100158,31,1,125.81,72.6
100159,177,2,42.04,28.46
100160,63,3,47.63,27.68
100160,158,1,48.39,31.14
100161,150,1,12.61,6.55
100161,178,1,60.98,37.98
100162,140,1,89.36,63.11
100163,120,1,384.29,225.47
100164,109,2,36.61,23.25
100164,99,2,225.53,123.98
100165,172,1,21.0,15.28
100166,105,2,38.09,19.6
100167,66,2,15.77,10.03
100168,35,1,92.2,69.64
100168,152,1,40.09,24.35
100168,139,1,133.51,88.41
100169,40,1,374.08,188.48
100170,12,1,89.35,47.45
100171,133,1,50.95,33.44
100171,155,1,48.82,31.49
100171,145,2,54.06,34.22
100172,184,2,166.62,107.41
100173,38,1,66.39,50.93
100174,110,1,72.28,51.7
100174,49,1,229.58,155.36
100175,5,2,94.21,46.86
100176,137,1,17.25,9.43
100177,24,1,49.4,28.45
100178,160,1,97.08,60.23
100179,116,3,111.39,64.29
100179,198,1,44.59,29.13
100180,49,1,202.65,152.58
100180,176,1,309.14,200.54
100181,167,1,37.37,22.53
100182,42,1,56.54,36.98
100182,41,1,26.83,18.88
100183,198,1,43.37,31.59
100184,83,2,80.68,48.25
100184,129,1,38.94,20.66
100184,94,1,66.47,42.59
100185,131,1,34.47,24.76
100185,85,1,59.49,43.49
100186,84,1,103.48,49.83
100186,138,1,111.5,70.1
100186,106,1,147.58,96.33
100186,92,1,57.03,39.22
100187,4,1,141.21,92.27
100188,61,1,323.63,201.04
100189,192,1,85.61,50.79
100190,80,2,61.03,43.37
100190,31,3,117.52,69.88
100191,121,1,245.4,167.69
100191,183,1,25.01,16.7
100191,47,1,109.36,70.29
100192,79,3,11.49,6.77
100192,7,1,45.51,24.84
100193,106,1,146.94,98.79
100193,21,1,113.27,54.04
100194,57,1,27.48,16.41
100195,59,3,54.33,41.85
100196,175,1,56.79,39.82
100197,98,1,368.77,205.69
100198,27,1,92.06,61.01
100199,23,2,12.3,7.88
100200,95,2,63.98,31.23
100201,33,1,28.89,18.87
100202,160,1,105.72,62.48
100202,162,1,42.27,29.47
100202,94,1,54.88,40.91
100203,114,2,39.67,18.78
100203,194,1,324.73,253.98
100203,62,2,31.91,23.42
100204,132,1,53.6,30.34
100205,32,1,30.88,20.34
100206,194,1,364.82,256.44
100206,163,2,77.03,44.33
100207,34,1,57.82,34.1
100207,48,2,36.31,23.65
100208,14,1,87.26,55.94
100208,183,1,25.25,16.4
100208,19,1,64.02,44.34
100209,36,1,44.16,31.47
100209,10,3,71.26,47.15
100210,143,1,56.79,39.78
100211,193,2,26.1,19.1
100212,25,1,57.01,30.27
100213,147,1,25.85,17.5
100213,149,1,222.47,148.87
100213,92,1,61.58,42.92
100214,88,1,44.57,25.83
100215,187,1,71.56,38.46
100216,146,1,17.89,10.94
100217,165,1,87.33,54.28
100218,6,1,214.42,146.51
100219,95,1,54.9,30.89
100220,19,2,64.15,42.58
100220,89,1,59.28,39.17
100220,200,1,20.54,11.03
100221,120,1,373.44,211.25
100222,133,1,54.52,32.66
100222,182,1,67.92,42.52
100223,166,1,203.41,143.41
100223,112,1,77.44,47.92
100223,129,1,40.54,20.02
100224,169,1,32.56,15.75
100225,189,3,31.12,24.01
100225,133,2,49.79,34.5
100226,190,1,46.88,33.45
100227,149,1,243.44,163.83
100227,45,1,287.89,212.01
100228,39,1,37.82,18.77
100229,31,2,128.68,72.04
100230,185,1,129.83,83.62
100231,17,1,35.59,20.15
100232,37,2,75.41,52.25
100232,10,1,72.82,50.3
100232,142,1,108.33,56.29
100233,169,2,31.06,16.29
100234,135,1,41.21,22.09
100234,91,1,82.17,48.92
100235,50,1,28.15,15.29
100235,86,1,45.69,29.25
100236,15,1,62.42,35.16
100237,69,3,23.7,18.09
100237,44,1,171.12,96.25
100237,40,1,382.39,201.76
100238,31,2,126.38,68.35
100238,77,1,37.59,24.11
100238,50,1,25.18,14.46
100238,73,1,94.13,70.73
100239,5,1,89.16,47.16
100240,128,1,40.92,23.48
100240,29,1,23.73,13.46
100241,79,1,12.94,7.22
100242,91,1,78.21,47.84
100243,169,1,32.51,15.34
100244,122,1,28.4,18.74
100244,57,3,30.21,16.18
100245,70,1,21.24,16.09
100246,151,2,52.32,34.51
100247,141,1,21.65,15.46
100248,6,2,250.43,150.38
100248,92,1,61.36,41.03
100248,156,1,21.92,12.58
100249,1,1,30.39,19.37
100249,147,1,26.79,17.05
100250,117,1,125.2,63.15
100250,34,1,56.83,33.78
100251,186,1,38.56,18.45
100251,47,1,106.82,69.88
100251,53,1,13.29,10.06
100252,153,1,26.1,15.36
100253,161,3,36.43,20.74
100253,73,1,94.94,72.39
100254,150,2,12.2,6.83
100255,150,1,12.91,6.46
100255,110,1,71.78,52.75
100255,141,1,20.66,15.79
100256,147,2,28.23,17.06
100256,35,2,100.28,64.14
100257,47,2,103.67,69.91
100258,148,1,88.17,48.66
100258,118,1,58.5,37.6
100258,58,1,371.76,259.05
100259,174,1,15.64,9.18
100260,112,1,81.09,49.56
100260,37,1,76.52,50.13
100260,126,1,32.82,23.52
100261,47,1,116.98,66.0
100262,187,1,66.47,36.77
100263,23,2,12.51,8.21
100264,195,1,15.14,10.64
100264,156,1,21.03,12.14
100264,14,1,93.67,57.4
100265,94,1,63.74,42.55
100266,99,1,221.41,117.08
100267,161,1,34.31,21.56
100268,189,1,32.87,23.82
100269,48,1,36.51,24.2
100270,81,1,77.15,54.67
100271,104,1,327.16,205.59
100271,82,1,33.69,17.55
100272,54,1,38.13,26.12
100272,71,2,18.5,15.88
100272,194,2,363.27,268.7
100272,34,1,55.88,34.15
100273,181,1,30.11,20.91
100273,99,1,230.57,123.31
100273,77,1,35.3,26.16
100274,83,1,79.54,48.7
100274,47,1,111.92,67.74
100274,75,1,135.56,92.22
100275,166,1,180.06,137.61
100276,11,1,38.67,25.89
100277,50,1,29.16,15.24
100278,80,1,53.83,42.54
100279,56,1,22.53,17.53
100280,49,1,228.04,164.61
100280,129,1,37.98,20.13
100281,11,1,35.68,25.6
100281,160,1,94.42,61.79
100282,158,1,47.7,32.95
100282,178,1,53.29,37.67
100282,70,1,21.87,15.4
100283,132,1,49.73,30.53
100284,73,3,93.98,73.24
100284,163,1,75.6,44.8
100284,186,1,36.87,19.0
100285,104,1,347.98,201.2
100286,96,2,88.4,49.69
100286,94,1,66.79,41.94
100286,84,1,106.94,50.27
100287,118,1,63.95,38.83
100288,148,1,83.59,51.7
100289,70,1,21.89,15.35
100289,110,2,75.99,53.44
100289,20,1,20.87,10.03
100290,92,1,56.83,39.65
100291,51,1,16.17,11.78
100291,87,2,31.69,22.12
100292,71,1,19.23,14.79
100293,33,2,25.06,19.33
100294,160,1,103.03,65.22
100295,95,1,62.45,32.39
100295,7,1,42.27,24.33
100295,147,1,26.53,17.68
100296,61,1,358.4,209.53
100297,132,2,52.44,31.82
100297,90,2,124.38,75.64
100298,86,1,52.58,30.28
100299,141,1,21.01,15.02
100300,9,1,80.22,42.61
100301,74,1,107.1,63.89
100302,115,1,50.55,33.98
100302,80,2,56.25,40.95
100302,142,1,100.16,56.8
100303,73,1,101.2,69.71
100304,188,2,24.43,17.63
100304,190,2,53.0,34.02
100305,98,2,358.73,205.47
100306,40,1,378.04,198.44
100307,42,1,61.41,37.3
100308,68,1,375.02,239.13
100309,65,3,100.98,53.35
100309,122,2,31.38,19.67
100309,67,1,339.34,211.45
100310,6,1,248.47,142.62
100310,144,1,12.56,7.49
100311,123,2,134.68,95.45
100312,150,1,12.87,6.9
100312,49,1,224.9,162.86
100313,91,2,77.54,49.73
100313,42,1,53.84,35.97
100314,25,1,51.54,31.15
100314,102,1,62.47,36.89
100314,123,1,122.69,100.19
100315,70,1,20.36,16.0
100315,99,1,192.74,115.45
100315,53,1,15.19,9.16
100316,82,2,33.89,17.54
100317,19,1,58.45,40.59
100317,142,1,108.15,53.36
100318,3,1,30.18,15.14
100319,79,1,11.09,6.99
100320,158,1,47.94,31.94
100321,132,1,50.48,31.68
100321,104,1,358.74,203.02
100321,72,1,38.07,25.68
100322,196,1,107.04,59.34
100322,19,2,59.31,42.55
100323,113,1,145.6,80.22
100324,96,1,78.01,49.39
100325,122,1,29.01,19.02
100326,168,1,37.28,19.14
100327,154,1,42.85,23.42
100328,103,1,46.91,35.89
100329,183,1,26.26,16.78
100329,136,1,39.64,23.63
100330,54,1,35.4,26.74
100330,161,1,30.26,20.74
100330,38,1,68.39,48.84
100331,126,3,34.34,24.25
100331,7,1,39.28,25.94
100332,163,1,73.94,43.79
100332,88,1,50.14,26.67
100333,2,1,34.46,16.47
100333,65,2,99.39,53.92
100333,36,1,46.06,30.52
100334,78,1,40.04,28.5
100334,38,3,74.71,47.45
100335,54,1,41.7,26.27
100336,55,1,92.17,47.82
100337,171,2,25.89,20.0
100337,15,1,52.72,37.64
100337,78,1,35.94,28.31
100338,38,1,66.54,47.55
100339,97,1,161.0,108.12
100340,165,2,82.32,52.92
100341,187,1,73.89,37.31
100342,13,1,36.26,26.18
100342,122,1,27.54,18.82
100343,48,1,38.17,24.57
100343,49,1,233.96,161.16
100343,24,1,54.31,27.97
100344,156,3,22.03,12.22
100344,146,1,18.7,10.36
100345,77,1,35.54,24.23
100345,119,1,33.34,20.79
100345,61,3,298.4,213.68
100346,159,1,41.49,28.39
100347,156,2,20.53,12.46
100347,84,1,98.98,51.88
100347,118,2,63.4,38.67
100348,17,1,36.18,21.99
100349,91,1,89.05,51.61
100349,134,1,111.46,58.65
100350,44,1,176.39,104.67
100350,164,1,30.2,18.53
100350,16,1,192.79,137.41
100351,125,1,37.92,21.76
100351,141,1,20.86,15.53
100351,21,1,109.07,59.43
100352,105,1,34.28,19.97
100353,127,1,90.54,54.29
100354,73,2,101.46,73.2
100355,179,1,96.59,58.34
100355,194,1,332.47,256.0
100355,98,1,315.41,213.02
100355,157,1,18.62,11.8
100356,31,3,115.1,69.59
100357,86,1,46.29,29.31
100358,146,1,17.42,10.72
100358,16,1,207.17,134.59
100358,122,1,31.93,18.95
100359,195,1,15.47,10.97
100359,164,2,32.5,17.64
100360,20,1,19.82,10.0
100360,129,1,35.26,19.77
100360,117,2,126.31,62.73
100361,165,1,89.82,54.32
100362,3,2,30.71,15.04
100362,122,3,32.5,20.33
100362,26,1,34.11,25.41
100363,16,1,193.98,132.43
100364,40,1,374.77,195.18
100364,56,1,21.83,16.72
100364,126,2,33.23,24.13
100364,18,1,155.04,84.47
100365,192,1,80.9,50.95
100366,181,1,35.39,19.77
100366,164,2,33.47,19.02
100366,17,1,30.59,20.55
100366,13,2,41.34,24.25
100367,24,1,58.93,28.1
100367,53,1,13.59,9.2
100368,84,1,99.27,51.57
100369,131,1,39.51,24.09
100370,75,1,147.42,88.2
100371,83,3,81.3,51.72
100372,98,1,343.81,210.8
100373,182,2,76.49,39.09
100373,99,1,228.21,122.76
100374,164,1,31.31,19.17
100374,64,2,81.17,49.62
100375,133,1,53.22,35.6
100375,150,2,11.24,6.45
100376,138,1,108.7,74.62
100377,5,2,81.69,44.44
100378,170,1,20.72,10.54
100379,53,1,14.12,9.55
100379,31,1,124.5,71.71
100379,26,1,36.57,24.67
100380,159,1,41.86,30.36
100380,142,2,114.2,54.67
100380,40,1,376.45,186.43
100381,32,3,29.5,20.69
100381,46,1,53.52,37.56
100382,185,1,136.14,76.95
100383,180,1,48.14,27.46
100383,192,1,82.46,54.38
100384,28,3,323.33,221.64
100384,106,1,148.58,96.32
100384,26,1,33.55,23.94
100384,174,1,15.01,9.08
100385,99,1,232.13,124.92
100385,173,1,216.8,154.66
100386,99,3,195.31,123.89
100387,170,1,19.69,10.85
100387,98,1,350.09,224.99
100387,147,1,28.92,17.5
100388,21,3,119.55,56.32
100388,33,1,29.02,20.37
100389,32,1,30.09,20.6
100390,7,1,43.65,25.71
100391,26,1,33.0,25.49
100391,80,1,59.84,41.71
100391,174,1,14.37,9.11
100392,170,1,17.56,11.53
100393,54,1,39.52,28.62
100394,86,1,45.35,31.09
100395,127,1,97.07,50.94
100396,109,1,34.54,22.97
100396,34,1,52.86,32.41
100396,15,2,54.42,38.09
100397,14,2,84.32,55.82
100397,124,1,42.11,27.69
100398,34,1,56.93,31.54
100398,69,1,26.05,16.75
100399,22,1,39.17,27.78
100400,169,1,28.15,16.45
100400,73,3,101.47,71.39
100400,156,1,19.36,12.52
100401,194,1,324.54,247.06
100401,142,1,109.32,52.85
100402,108,2,40.57,24.28
100402,172,1,24.49,14.71
100403,136,3,41.83,23.15
100403,115,1,47.64,31.74
100404,9,1,77.86,43.38
100405,58,1,364.76,257.8
100406,184,1,166.97,108.52
100406,148,1,79.44,48.93
100407,149,1,237.27,150.03
100407,27,1,82.02,62.19
100407,115,1,48.19,33.04
100408,196,2,103.37,60.0
100408,59,1,57.35,41.41
100408,34,1,55.99,31.53
100409,118,1,52.55,36.19
100410,137,1,18.35,9.59
100411,100,1,20.53,15.45
100411,55,1,93.78,48.85
100411,142,1,108.82,56.82
100412,95,1,58.21,30.75
100413,79,3,12.03,6.94
100414,33,3,28.02,18.92
100415,190,1,46.91,33.33
100416,185,1,124.42,76.37
100417,52,2,44.86,20.59
100418,110,1,80.33,52.64
100418,166,1,211.48,147.18
100419,177,1,39.7,26.61
100420,2,1,31.61,17.38
100421,101,1,49.57,37.56
100421,177,2,38.61,27.12
100421,52,1,41.52,20.55
100422,24,2,59.16,26.9
100422,48,1,38.65,23.87
100422,183,1,25.35,16.4
100423,84,3,107.2,52.49
100423,68,2,350.25,221.35
100423,157,1,21.16,12.43
100424,182,1,66.77,40.98
100425,89,1,58.7,38.67
100426,15,1,60.58,36.94
100427,83,1,94.12,49.29
100427,106,2,147.74,92.88
100427,28,2,346.51,211.16
100428,59,1,62.92,38.91
100429,138,1,120.3,73.17
100429,161,1,33.84,20.62
100429,101,1,48.35,38.56
100430,169,2,31.79,15.47
100430,74,1,107.99,69.29
100431,150,2,11.05,6.92
100432,12,2,85.08,47.59
100432,33,1,24.94,19.92
100432,191,1,304.3,204.53
100433,77,1,39.44,24.53
100434,137,2,20.07,10.05
100435,4,1,145.75,88.79
100435,32,1,28.91,19.54
100435,174,1,15.71,9.73
100436,26,1,39.5,23.89
100437,3,2,31.59,15.63
100437,30,1,47.69,32.07
100438,7,1,45.43,25.1
100439,109,1,38.33,23.05
100440,114,1,39.64,19.25
100441,64,1,83.37,50.27
100442,85,1,56.0,43.97
100443,71,1,18.84,14.7
100444,14,1,87.38,58.56
100445,165,1,94.87,56.29
100446,191,2,345.18,204.62
100447,2,1,28.58,15.97
100447,119,1,38.64,22.04
100448,116,1,118.04,60.9
100449,123,1,129.2,97.35
100450,19,1,54.63,44.09
100451,163,1,87.48,44.28
100452,106,1,140.83,96.04
100453,189,1,33.72,23.09
100453,156,1,22.44,12.67
100454,42,1,56.58,38.75
100454,200,2,20.71,10.67
100455,121,2,228.83,170.77
100455,92,1,60.62,39.81
100456,63,1,42.27,26.32
100457,15,1,58.09,37.8
100458,69,1,23.32,17.38
100459,161,1,35.1,20.19
100459,64,1,82.78,50.04
100459,109,1,35.2,23.24
100460,127,1,82.53,49.7
100461,48,1,33.83,24.01
100461,125,1,41.95,21.97
100462,16,1,207.89,128.5
100463,36,1,43.69,29.38
100464,188,1,21.68,17.42
100465,186,1,36.39,18.11
100466,115,1,55.02,31.59
100466,74,1,103.17,64.29
100466,134,1,101.84,56.82
100467,169,1,26.9,15.68
100467,137,1,19.63,9.89
100467,22,1,43.3,28.66
100467,154,1,37.73,23.82
100468,72,1,32.12,24.99
100469,198,2,42.62,30.65
100469,6,2,250.07,151.28
100470,38,3,62.07,48.85
100471,162,2,46.72,30.71
100471,131,1,34.78,25.62
100471,48,1,34.18,23.8
100472,53,1,15.27,9.64
100473,111,2,42.62,29.87
100473,122,1,30.62,19.6
100473,14,1,94.01,57.49
100474,57,1,31.29,17.48
100474,30,3,51.53,34.56
100475,151,1,47.21,35.51
100476,36,3,41.82,31.78
100477,136,1,44.41,24.1
100478,139,2,138.23,89.43
100478,83,2,89.7,51.38
100479,97,1,135.66,101.82
100480,106,1,155.66,98.06
100481,129,1,36.05,21.04
100481,40,1,357.88,202.67
100482,120,1,397.56,214.13
100483,28,2,335.55,226.52
100483,20,1,17.88,10.45
100483,116,1,122.29,64.43
100484,90,1,122.03,81.87
100484,15,2,52.66,35.98
100484,25,1,49.46,28.64
100485,30,1,45.76,31.87
100485,167,1,38.51,21.57
100485,103,1,44.49,34.86
100486,6,1,225.35,142.86
100486,142,3,108.06,56.58
100487,121,2,222.77,162.24
100488,143,2,57.58,39.42
100488,146,1,21.12,10.64
100489,163,2,79.05,45.57
100490,48,1,38.35,23.29
100490,102,2,57.82,36.51
100490,173,1,226.52,165.2
100491,44,1,170.55,104.38
100492,46,2,50.84,37.0
100493,60,1,205.97,102.98
100493,173,1,227.33,150.2
100494,182,1,72.1,39.37
100495,187,1,68.92,39.31
100496,74,1,107.03,66.95
100497,65,1,98.39,52.51
100497,162,1,40.2,28.99
100498,138,1,128.0,75.34
100498,71,2,22.1,14.82
100499,191,1,324.31,219.38
100500,115,3,45.38,31.39
100500,31,2,116.29,73.5
100501,4,2,123.39,90.82
100502,30,1,44.35,32.63
100503,56,1,25.26,16.8
100504,60,1,188.22,106.59
100505,32,2,29.75,20.5
100506,59,3,62.71,41.17
100506,95,1,55.67,33.24
100507,192,2,79.23,51.6
100508,160,2,105.48,61.7
100508,196,1,125.42,62.63
100509,101,1,54.49,36.26
100510,57,2,27.37,17.4
100511,7,1,44.21,24.84
100512,166,2,179.96,139.43
100513,193,2,29.12,19.14
100514,177,1,44.99,26.16
100515,145,1,49.75,34.14
100516,37,1,75.0,52.45
100517,45,1,301.48,198.7
100517,70,1,19.72,15.3
100518,194,1,337.51,245.83
100518,151,1,52.54,35.71
100519,9,2,80.94,42.47
100519,44,1,180.91,104.25
100519,131,1,40.41,25.74
100519,1,1,28.1,19.56
100520,76,1,273.88,182.49
100521,198,1,40.19,29.01
100521,105,1,38.05,20.03
100522,78,1,39.05,29.19
100523,22,1,40.3,26.9
100523,123,1,135.8,93.55
100524,5,1,80.93,45.04
100525,11,1,33.35,24.7
100526,105,1,40.55,20.25
100527,88,1,48.79,26.0
100528,39,1,34.0,17.76
100528,88,1,48.09,26.64
100529,86,1,44.85,31.44
100530,165,2,90.19,53.14
100531,109,1,35.12,23.16
100531,161,1,36.08,20.36
100532,3,1,28.16,15.01
100533,64,1,83.32,51.73
100534,18,1,142.97,87.98
100535,161,1,33.79,21.75
100535,134,1,112.35,62.21
100535,55,1,93.41,49.3
100536,168,1,35.8,17.82
100537,95,3,62.95,32.2
100537,116,2,117.39,64.6
100538,133,1,60.1,35.5
100539,77,2,40.71,26.0
100540,123,1,126.34,94.85
100541,4,2,121.83,85.43
100541,134,1,116.71,60.62
100541,144,2,14.14,7.23
100541,186,1,35.93,18.17
100542,17,1,32.01,20.09
100542,97,1,159.53,99.52
100543,187,1,76.26,36.98
100544,12,1,95.32,48.92
100544,169,1,27.01,16.18
100544,88,1,49.12,25.23
100545,124,1,35.28,29.76
100546,193,1,28.42,19.55
100546,146,1,19.15,10.22
100546,153,2,25.71,15.28
100547,155,3,53.37,30.93
100547,124,1,37.96,28.38
100547,138,1,107.32,70.93
100548,20,1,19.93,9.75
100548,24,1,49.31,27.38
100549,107,1,48.05,32.08
100550,82,1,32.85,17.12
100551,56,1,21.4,17.37
100551,46,1,47.95,36.19
100552,118,1,60.92,36.27
100553,108,1,42.2,23.56
100553,147,1,30.16,17.94
100554,166,1,185.85,139.32
100554,174,1,15.41,9.28
100554,200,1,21.35,10.78
100555,18,1,157.23,84.21
100556,64,1,81.01,53.17
100557,166,1,212.12,144.49
100557,68,2,424.75,232.79
100558,171,1,27.53,20.24
